Q2GGT3,EC:6.1.1.19/0.1986
Q486Z0,EC:2.8.1.7/0.1965
Q12WC8,EC:2.5.1.6/0.1435
A2BMY4,EC:2.1.2.11/0.1181
Q6F7D6,EC:2.7.8.13/0.2471
Q8Y729,EC:3.2.2.9/0.1308
Q1WU92,EC:2.1.1.228/0.1529
Q9UTP9,EC:3.6.4.13/0.1845
A7HYS8,EC:2.4.2.4/0.1652
Q9FD71,EC:2.3.3.10/0.1342
Q8VCF1,EC:3.2.1.18/0.1174
Q3A3X5,EC:3.4.21.92/0.1576
Q07YF5,EC:1.11.1.21/0.2465
B0BVR4,EC:4.2.1.59/0.1176
Q81VZ6,EC:2.7.1.148/0.1525
A3LP87,EC:6.3.1.5/0.1091
P47116,EC:2.7.11.25/0.1251
A1KEU8,EC:6.1.1.20/0.1076
B2T605,EC:2.1.1.228/0.1574
A7GBG3,EC:3.4.24.69/0.2788
P39098,EC:3.2.1.113/0.2027
B5FJT1,EC:3.1.1.85/0.1342
Q30P92,EC:4.1.99.22/0.1205
P34896,EC:2.1.2.1/0.1772
P23437,EC:2.7.11.22/0.1395
B1JDZ8,EC:1.3.3.11/0.2614
Q6NVE9,EC:3.1.3.3/0.1263
Q65S65,EC:2.1.1.174/0.1415
Q3J276,EC:5.1.1.3/0.1285
A9VSD6,EC:6.3.4.2/0.2070
Q03X09,EC:4.2.3.5/0.1637
Q886N1,EC:2.3.1.129/0.3379
A7NAE2,EC:6.1.1.10/0.1733
B4STF6,EC:2.4.2.10/0.1574
A1W6R1,EC:2.7.7.77/0.1113
Q04KZ3,EC:2.7.2.11/0.1481
B7LFI3,EC:1.2.1.72/0.2598
P58537,EC:3.1.3.25/0.2134
P43336,EC:5.4.3.8/0.1093
Q3K1U2,EC:5.4.2.11/0.1860
B7N295,EC:2.5.1.61/0.1660
Q5H4D0,EC:2.1.1.185/0.1085
Q10088,EC:3.2.1.52/0.1114
B3WCD5,EC:6.1.1.4/0.2028
Q1GTZ7,EC:2.1.1.74/0.1534
Q1R7U8,EC:2.1.1.77/0.1609
O67740,EC:1.4.4.2/0.1223
A6LC43,EC:2.4.2.22/0.1550
P9WJ61,EC:6.3.4.20/0.1065
B9KD74,EC:1.17.7.4/0.1308
Q6ACP7,EC:5.4.99.12/0.1196
Q8NND3,EC:2.6.1.16/0.2164
Q9SKB3,EC:2.1.1.320/0.1158
Q0DBD3,EC:3.6.1.17/0.1382
C6DEW1,EC:4.2.1.33/0.1230
Q9WVF6,EC:3.1.1.4/0.1268
Q76G15,EC:2.1.1.206/0.1076
B2JYM2,EC:6.3.4.20/0.1068
A1U604,EC:5.3.1.1/0.1635
C0MCW6,EC:1.3.98.1/0.1569
C3KDS6,EC:3.2.2.27/0.1300
B1JB30,EC:3.1.3.5/0.1697
Q7RWX8,EC:3.1.1.73/0.1495
Q48ND8,EC:2.7.1.161/0.1113
A0R8E9,EC:6.1.1.6/0.1755
P0C0R7,EC:2.1.1.166/0.1425
A3PTW9,EC:2.5.1.3/0.1266
Q982F2,EC:2.5.1.72/0.1772
Q2YD11,EC:1.6.5.2/0.1057
A9R666,EC:6.5.1.3/0.1100
Q7Y0B9,EC:1.14.20.6/0.1100
Q1MK43,EC:3.4.21.92/0.1887
B1Y9L4,EC:3.6.5.4/0.2082
C1DEQ3,EC:2.1.2.1/0.2082
B6YUH1,EC:6.3.2.1/0.1097
Q2LWT5,EC:3.6.1.23/0.1467
Q0TJP1,EC:2.1.1.228/0.1148
B1KY30,EC:2.1.1.195/0.2083
B7N9L9,EC:2.4.2.52/0.2661
A6T6K7,EC:3.5.2.7/0.1786
Q8UAW0,EC:4.2.1.8/0.1568
C6CLS0,EC:1.8.1.2/0.2439
A9W9G7,EC:5.4.2.10/0.2058
Q0WJP9,EC:7.6.2.13/0.1809
P35034,EC:3.4.21.78/0.1582
C3N5B4,EC:2.5.1.46/0.1518
A9L0U6,EC:4.4.1.21/0.1615
Q4UJN8,EC:4.1.1.37/0.1388
Q0TME7,EC:3.5.4.4/0.1391
O07118,EC:2.1.1.186/0.1099
B7V2P3,EC:2.7.7.77/0.1066
Q6MDK2,EC:3.1.21.7/0.1465
Q9KD27,EC:2.7.4.1/0.2413
Q8XLQ0,EC:5.4.99.12/0.1426
P44399,EC:2.7.1.170/0.1265
Q8D6I7,EC:3.5.4.16/0.1670
Q9GYG4,EC:3.1.26.5/0.1199
D0LI56,EC:3.5.1.110/0.1454
B8DRU2,EC:2.1.1.192/0.1379
P79381,EC:3.3.2.9/0.1359
C4ZTJ3,EC:5.2.1.8/0.1852
Q02899,EC:3.2.1.22/0.1139
Q95Q98,EC:1.14.11.27/0.1790
Q0K7L4,EC:3.5.4.13/0.1760
Q8X635,EC:3.1.2.12/0.2700
Q8DPS6,EC:2.4.1.18/0.1844
Q1CMV1,EC:6.1.1.5/0.2554
Q65DH1,EC:6.2.1.54/0.2165
Q897F7,EC:6.3.1.1/0.1736
A1A0P1,EC:4.4.1.21/0.1423
Q46Z21,EC:2.6.99.2/0.1534
A5VTJ7,EC:4.98.1.1/0.1602
Q8XA46,EC:6.3.5.3/0.1999
P72208,EC:3.5.1.15/0.1195
B5Z943,EC:6.1.1.5/0.1452
B1JJF8,EC:2.7.7.60/0.1255
Q9SJQ9,EC:4.1.2.13/0.1443
B2SJY7,EC:2.5.1.7/0.1868
B7LQ71,EC:6.1.1.3/0.2138
P06781,EC:3.6.5.2/0.1719
Q4ZMN7,EC:2.7.7.6/0.2005
Q9X2N2,EC:2.1.1.77/0.1358
Q8F4D5,EC:6.3.2.2/0.1361
B7M1F7,EC:3.5.3.23/0.2396
O13698,EC:6.3.2.1/0.1208
Q6MT18,EC:6.1.1.20/0.1130
Q8DLH0,EC:6.3.2.4/0.1557
Q3K7C3,EC:2.3.3.13/0.1680
P05370,EC:1.1.1.49/0.1787
A0L6F2,EC:3.5.1.5/0.1175
Q2KVK2,EC:7.4.2.11/0.1385
O93364,EC:4.6.1.13/0.1050
Q6AFZ0,EC:6.1.1.5/0.1675
Q5FH30,EC:2.1.1.182/0.1602
Q8JIL9,EC:2.7.7.4/0.1095
Q6CMC0,EC:2.3.1.48/0.1072
Q04539,EC:4.1.1.23/0.1177
P65358,EC:2.5.1.75/0.1793
C4ZB25,EC:5.4.2.7/0.1619
B6EMU2,EC:3.5.1.2/0.1919
O87691,EC:5.1.3.20/0.1087
B0K1H6,EC:4.2.1.59/0.1371
Q6AJM2,EC:2.7.1.24/0.1328
Q8SQW2,EC:2.7.11.22/0.1577
Q8ZBZ2,EC:3.4.11.18/0.1045
Q8N2H9,EC:1.13.11.5/0.1235
Q81M51,EC:3.1.11.6/0.1178
Q8NSH9,EC:2.3.3.10/0.1154
A7EGG4,EC:3.6.4.13/0.1335
A5YBJ5,EC:3.5.1.2/0.1079
Q3SUR0,EC:4.3.2.1/0.2924
Q164N1,EC:5.2.1.8/0.2183
A5IB79,EC:6.3.4.2/0.2246
A9A873,EC:6.3.4.20/0.1341
Q57KU6,EC:6.1.1.7/0.2666
Q12FJ6,EC:2.7.8.26/0.1435
Q5PNY6,EC:6.1.1.19/0.1056
B0VQX2,EC:2.8.4.3/0.1826
Q5L661,EC:6.1.1.1/0.1554
Q8RWY7,EC:3.6.4.12/0.1229
D3SYZ8,EC:4.2.1.109/0.1167
A6Q6I2,EC:2.7.7.6/0.2084
P18126,EC:3.2.1.8/0.1339
Q8RWQ9,EC:3.4.22.38/0.1385
A6UBQ4,EC:2.5.1.145/0.1735
P0ACC2,EC:2.7.7.77/0.1169
B1KU67,EC:4.2.1.59/0.1663
Q7NCW2,EC:2.1.3.15/0.1117
P22921,EC:1.18.6.1/0.1380
Q049I6,EC:2.5.1.75/0.1227
Q99KK2,EC:2.7.7.38/0.1198
P59795,EC:2.3.2.29/0.1350
P99133,EC:5.3.1.1/0.1612
A5UF16,EC:6.1.1.22/0.1745
Q2G1B9,EC:1.3.98.5/0.1141
Q48F69,EC:2.3.1.191/0.2647
O08370,EC:2.1.2.1/0.2139
Q5HDT4,EC:2.7.1.23/0.1133
O24994,EC:2.3.1.180/0.1414
Q8PHY3,EC:4.2.3.6/0.1350
Q9JI75,EC:3.5.99.6/0.1256
Q7W1A9,EC:2.1.1.45/0.1528
A1K3T2,EC:5.3.1.28/0.1986
Q8XAV1,EC:4.2.1.9/0.1974
O65175,EC:5.4.99.25/0.1222
C5CCH1,EC:3.1.1.96/0.1531
Q4UNC8,EC:2.1.1.191/0.1089
P0DB42,EC:2.7.8.13/0.1401
Q30TB0,EC:6.3.2.6/0.1871
P49852,EC:1.14.12.17/0.1581
A0R3B8,EC:4.2.1.11/0.1942
Q0I8N1,EC:2.1.3.15/0.1547
B7KNS9,EC:5.2.1.8/0.1916
Q8K9Q8,EC:2.8.1.13/0.1878
A5F4S8,EC:6.3.4.20/0.1086
B7MBP2,EC:2.1.1.178/0.2533
A4IST9,EC:7.4.2.8/0.2956
A9BNL9,EC:1.7.1.13/0.1381
B2S4P6,EC:1.1.1.8/0.1448
P67086,EC:2.8.4.3/0.1343
Q31B90,EC:2.3.1.191/0.2787
Q7TYA6,EC:6.1.1.23/0.1378
P54923,EC:2.4.99.28/0.1240
B7JHN0,EC:2.3.1.31/0.1239
P0CI77,EC:1.5.1.2/0.1670
A1T1J8,EC:2.1.1.33/0.1240
B5YPY0,EC:2.5.1.15/0.1095
B2USY5,EC:2.5.1.3/0.1469
P56656,EC:1.14.14.1/0.1653
P46852,EC:5.3.1.17/0.1356
Q2LQ87,EC:2.7.7.6/0.2004
A4SCW6,EC:2.8.4.3/0.1506
B9IS21,EC:1.3.98.5/0.1708
A2SR73,EC:2.7.1.237/0.1317
P30986,EC:1.5.99.12/0.1234
Q9Z2B9,EC:2.7.11.13/0.1383
A1V563,EC:1.1.1.267/0.1507
Q8DXT9,EC:2.3.1.234/0.1645
B4T9Y5,EC:2.4.2.10/0.1529
Q2FUT7,EC:2.4.2.17/0.1936
Q8CTG5,EC:1.7.1.13/0.1578
Q6AJ47,EC:2.1.1.199/0.1399
P65250,EC:5.3.1.26/0.1412
Q5E6Q5,EC:3.4.21.92/0.1427
A1B416,EC:2.3.1.184/0.1186
Q7W6B1,EC:4.2.3.3/0.1368
B2V8W5,EC:2.5.1.140/0.1196
Q6B910,EC:6.1.1.21/0.1406
B9LLP6,EC:1.1.1.37/0.1544
Q1BRB0,EC:7.1.2.2/0.2155
Q9JUT9,EC:2.3.1.46/0.1438
B9JZJ6,EC:2.3.1.269/0.1703
B9KLB5,EC:4.1.1.65/0.1163
B3EMU1,EC:4.6.1.12/0.1363
B7H8P4,EC:2.7.7.108/0.1615
E0U4V7,EC:2.7.13.3/0.1107
Q39IR6,EC:4.1.1.98/0.1228
A7ZGB4,EC:2.1.1.182/0.1218
Q7MY48,EC:1.1.1.103/0.2756
Q6GA33,EC:2.1.1.199/0.1554
Q5YRY7,EC:6.3.2.4/0.1280
Q43089,EC:3.2.1.26/0.1655
B1XD30,EC:3.1.5.1/0.2751
A4YSB5,EC:3.5.4.19/0.1304
A1VW83,EC:3.6.1.66/0.1080
B1LFV7,EC:3.4.23.36/0.2763
Q8X169,EC:6.3.1.2/0.1912
Q9SWW5,EC:2.3.2.15/0.1754
C6DBY4,EC:3.5.99.6/0.2128
Q89KQ2,EC:2.3.1.191/0.2685
P9WFX4,EC:2.4.2.18/0.1545
Q54UA9,EC:2.7.12.1/0.1224
B5XTS4,EC:3.1.1.85/0.1698
Q4ZZY1,EC:2.7.2.8/0.1681
Q31IB6,EC:2.4.1.18/0.2352
P0C017,EC:4.1.1.21/0.2830
A4SMK2,EC:2.3.1.274/0.1673
C3MTQ0,EC:3.1.1.4/0.1102
Q1R3C4,EC:2.7.13.3/0.1174
B5Y9Z4,EC:2.3.1.47/0.1327
Q9HR53,EC:1.5.1.42/0.1143
Q32K90,EC:2.5.1.16/0.1477
C6E3W7,EC:6.1.1.12/0.1786
P9WGY8,EC:2.7.7.6/0.2090
Q47QX7,EC:2.1.1.199/0.1824
Q6CA86,EC:6.3.2.4/0.1162
P22457,EC:3.4.21.69/0.1336
Q8FDE5,EC:2.1.1.174/0.1284
B1L8U4,EC:4.2.1.9/0.1923
B2ULP2,EC:1.2.1.70/0.1224
B0CIQ7,EC:3.4.23.36/0.1882
Q4IAS1,EC:3.6.4.13/0.1635
A8H6S3,EC:3.4.11.4/0.1793
Q6HEM5,EC:3.5.1.4/0.1560
Q2NG02,EC:4.2.1.11/0.1487
P50746,EC:1.1.1.195/0.1883
Q9KA80,EC:5.4.99.25/0.1847
Q254B3,EC:3.5.4.13/0.1679
A4QHG2,EC:6.3.4.4/0.1851
A1SXA4,EC:2.7.1.2/0.1727
Q2K9W7,EC:5.3.1.6/0.1110
A4VUI0,EC:2.7.1.39/0.1232
B4SEP9,EC:2.1.3.15/0.1353
Q3AAD7,EC:2.1.1.199/0.1615
Q46GC2,EC:2.7.4.9/0.1150
B0C7T2,EC:4.2.1.10/0.1190
A4VY04,EC:6.1.1.17/0.2144
Q6AEX9,EC:1.17.7.3/0.1524
B7UJM7,EC:3.1.3.89/0.1204
Q8TL41,EC:1.1.1.23/0.1926
Q0HJN0,EC:2.7.4.9/0.2017
B4RFG1,EC:1.3.1.98/0.1268
B1YKB3,EC:2.1.3.15/0.1330
B2HL16,EC:5.1.1.7/0.1610
Q7MF00,EC:3.5.4.2/0.1142
Q2FZJ0,EC:6.3.5.3/0.1607
O74426,EC:2.7.11.22/0.1377
P9WJF0,EC:1.1.98.3/0.1406
P0AD63,EC:3.5.2.6/0.1166
A0QJB2,EC:1.3.1.98/0.1080
Q5F6I7,EC:2.5.1.72/0.1848
B7UWK9,EC:1.1.1.38/0.2126
O31458,EC:3.5.99.6/0.1274
P41571,EC:1.1.1.49/0.1508
P75177,EC:3.6.4.13/0.1191
O97580,EC:6.2.1.5/0.2093
Q0TP54,EC:1.17.1.8/0.1395
Q6GEX0,EC:7.1.2.2/0.1817
Q6J2K6,EC:2.7.11.1/0.1196
A4IZU0,EC:3.6.1.23/0.1691
Q7MUX4,EC:2.4.2.10/0.1545
B2UUF9,EC:2.5.1.19/0.1229
P19023,EC:7.1.2.2/0.1452
A8G084,EC:2.1.2.11/0.1660
Q65UE1,EC:7.6.2.11/0.1880
Q661B8,EC:3.6.1.59/0.1204
Q0B1U7,EC:5.3.1.5/0.2275
B0JNU3,EC:3.6.1.31/0.1294
P07334,EC:2.7.1.68/0.1375
A8AA22,EC:1.5.1.42/0.1251
Q9PKA0,EC:1.15.1.1/0.1309
Q9SVY5,EC:3.1.3.16/0.1089
Q751I2,EC:1.14.13.9/0.1441
B7UK94,EC:4.2.3.4/0.2082
A2VDQ5,EC:3.4.16.5/0.1155
Q9JJ78,EC:2.7.10.2/0.1415
